date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,lat,lon
2025-08-29 00:00:00,21.2,16.0,26.0,0.0,,,7.7,31.5,1016.7,624,,
2025-08-30 00:00:00,21.6,15.0,27.0,0.0,,,5.2,31.5,1014.6,635,,
2025-08-31 00:00:00,22.0,17.0,26.0,0.0,,,6.4,31.5,1014.8,582,,
2025-09-01 00:00:00,21.8,15.0,25.0,0.0,,,11.7,37.0,1017.5,577,,
2025-09-02 00:00:00,19.5,13.0,26.0,0.0,,,8.4,35.2,1016.7,650,,
2025-09-03 00:00:00,20.0,14.0,26.0,0.0,,,6.4,29.6,1014.2,661,,
2025-09-04 00:00:00,20.5,15.0,26.0,0.0,,,7.0,31.5,1014.2,627,,
2025-09-05 00:00:00,21.4,14.0,28.0,0.0,,,6.4,25.9,1012.0,573,,
2025-09-06 00:00:00,23.2,17.0,28.0,0.0,,,6.3,25.9,1012.2,480,,
2025-09-07 00:00:00,24.4,22.0,27.0,0.0,,,8.8,29.6,1014.6,509,,
2025-09-08 00:00:00,22.7,19.0,26.0,0.0,,,6.2,31.5,1016.2,389,,
2025-09-09 00:00:00,21.0,18.0,23.0,0.7,,,8.9,29.6,1018.0,402,,
2025-09-10 00:00:00,19.2,12.0,25.0,0.0,,,6.2,29.6,1019.7,611,,
2025-09-11 00:00:00,20.5,15.0,26.0,0.0,,,7.0,31.5,1018.6,617,,
2025-09-12 00:00:00,21.2,14.0,27.0,0.0,,,4.2,27.8,1014.9,635,,
2025-09-13 00:00:00,22.1,17.0,27.0,0.0,,,8.0,27.8,1016.4,641,,
2025-09-14 00:00:00,20.3,13.0,27.0,0.0,,,4.4,27.8,1018.2,671,,
2025-09-15 00:00:00,19.7,12.0,26.0,0.0,,,4.3,24.1,1017.0,646,,
2025-09-16 00:00:00,22.5,18.0,27.0,0.0,,,4.5,24.1,1017.0,550,,
2025-09-17 00:00:00,24.2,20.0,30.0,0.0,,,4.5,22.2,1017.6,421,,
2025-09-18 00:00:00,27.2,22.0,36.0,0.0,,,5.0,27.8,1017.6,459,,
2025-09-19 00:00:00,28.7,23.0,37.0,0.0,,,8.2,27.8,1016.4,298,,
2025-09-20 00:00:00,24.5,18.0,31.0,0.0,,,4.7,27.8,1015.6,445,,
2025-09-21 00:00:00,22.8,19.0,25.0,0.1,,,7.2,31.5,1016.0,254,,
2025-09-22 00:00:00,19.5,14.0,25.0,0.0,,,5.9,29.6,1015.0,553,,
2025-09-23 00:00:00,18.1,13.0,24.0,0.0,,,4.0,25.9,1014.5,485,,
2025-09-24 00:00:00,17.7,11.0,23.0,0.0,,,4.3,25.9,1014.1,509,,
2025-09-25 00:00:00,20.5,15.0,24.3,0.0,,,7.8,24.1,1015.3,502,,
2025-09-26 00:00:00,19.5,14.0,24.0,0.0,,,4.1,25.9,1016.7,580,,
2025-09-27 00:00:00,19.8,14.0,24.0,0.0,,,4.7,25.9,1018.5,495,,
2025-09-28 00:00:00,19.0,13.0,24.0,0.4,,,5.8,25.9,1018.9,85,,
2025-09-29 00:00:00,20.8,18.0,24.0,0.3,,,8.1,25.9,1015.9,295,,
2025-09-30 00:00:00,20.4,16.0,25.0,0.0,,,6.3,29.6,1015.7,507,,
2025-10-01 00:00:00,19.8,14.0,25.0,0.0,,,4.4,25.9,1016.8,501,,
2025-10-02 00:00:00,20.3,15.0,25.0,0.0,,,4.5,24.1,1017.0,525,,
2025-10-03 00:00:00,20.6,15.0,26.0,0.0,,,5.2,24.1,1018.9,444,,
2025-10-04 00:00:00,21.1,17.0,25.0,0.0,,,4.7,25.9,1020.6,433,,
2025-10-05 00:00:00,19.5,15.0,24.0,0.0,,,4.4,25.9,1018.2,483,,
2025-10-06 00:00:00,19.5,14.0,25.0,0.0,,,4.1,25.9,1017.4,495,,
2025-10-07 00:00:00,21.2,17.0,25.0,0.0,,,5.2,22.2,1019.2,352,,
2025-10-08 00:00:00,21.1,19.0,23.0,0.0,,,3.2,25.9,1020.8,271,,
2025-10-09 00:00:00,21.2,20.0,24.0,0.0,,,3.7,24.1,1019.1,308,,
2025-10-10 00:00:00,20.5,16.0,23.0,0.0,,,3.8,24.1,1016.7,528,,
2025-10-11 00:00:00,19.1,13.0,25.0,0.0,,,5.3,27.8,1013.5,473,,
2025-10-12 00:00:00,21.0,17.0,25.0,0.0,,,7.8,24.1,1012.6,391,,
2025-10-13 00:00:00,20.6,17.0,24.0,0.0,,,5.5,24.1,1013.5,399,,
2025-10-14 00:00:00,19.6,14.0,25.0,0.0,,,4.1,24.1,1014.0,406,,
2025-10-15 00:00:00,18.9,12.0,24.0,0.0,,,6.1,22.2,1014.5,379,,
2025-10-16 00:00:00,19.9,16.0,25.0,0.0,,,4.8,24.1,1012.8,224,,
2025-10-17 00:00:00,19.3,15.0,24.0,0.0,,,4.4,24.1,1011.0,312,,
2025-10-18 00:00:00,17.7,12.0,24.0,0.0,,,3.1,22.2,1013.1,480,,
2025-10-19 00:00:00,18.2,12.0,24.0,0.0,,,3.6,20.4,1014.7,426,,
2025-10-20 00:00:00,20.7,16.0,24.0,0.0,,,5.2,22.2,1015.7,306,,
2025-10-21 00:00:00,19.5,13.0,25.0,0.0,,,4.2,25.9,1017.0,334,,
2025-10-22 00:00:00,21.4,17.0,26.0,0.0,,,6.4,29.6,1018.9,372,,
2025-10-23 00:00:00,21.2,16.0,27.0,0.0,,,10.7,33.3,1018.0,412,,
2025-10-24 00:00:00,19.2,14.0,24.0,0.0,,,4.7,25.9,1016.2,420,,
2025-10-25 00:00:00,19.3,13.0,24.0,0.0,,,4.6,24.1,1015.0,310,,
2025-10-26 00:00:00,20.0,15.0,24.0,0.1,,,6.9,22.2,1017.8,173,,
2025-10-27 00:00:00,19.7,14.0,26.0,0.0,,,5.2,25.9,1018.4,337,,
2025-10-28 00:00:00,20.3,14.0,26.0,0.3,,,5.6,22.2,1014.4,61,,
2025-10-29 00:00:00,20.8,17.0,25.0,6.4,,,14.5,46.3,1011.7,65,,
2025-10-30 00:00:00,20.0,17.0,23.0,1.0,,,8.4,25.9,1015.1,284,,
2025-10-31 00:00:00,18.0,12.0,25.0,0.0,,,3.1,22.2,1016.3,374,,
2025-11-01 00:00:00,17.9,12.0,23.0,0.0,,,4.1,22.2,1018.8,189,,
2025-11-02 00:00:00,17.9,13.0,23.0,0.0,,,4.8,25.9,1022.3,348,,
2025-11-03 00:00:00,17.9,14.0,24.0,0.0,,,5.9,27.8,1020.2,361,,
2025-11-04 00:00:00,18.1,10.0,27.0,0.0,,,3.5,22.2,1016.7,250,,
2025-11-05 00:00:00,21.2,17.0,25.0,0.0,,,9.7,27.8,1015.1,224,,
2025-11-06 00:00:00,18.0,12.0,21.0,0.2,,,5.5,29.6,1018.2,272,,
2025-11-07 00:00:00,15.3,10.0,22.0,0.0,,,5.4,25.9,1017.8,299,,
2025-11-08 00:00:00,15.9,10.0,22.0,0.0,,,6.2,27.8,1019.1,415,,
2025-11-09 00:00:00,14.3,8.0,21.0,0.0,,,5.6,25.9,1018.4,324,,
2025-11-10 00:00:00,15.2,10.0,22.0,0.0,,,4.5,25.9,1018.1,416,,
2025-11-11 00:00:00,15.9,7.0,28.0,0.0,,,3.0,22.2,1012.6,470,,
2025-11-12 00:00:00,18.4,12.0,26.0,0.0,,,5.4,20.4,1011.0,411,,
2025-11-13 00:00:00,17.9,15.0,20.0,15.9,,,10.6,37.0,1009.5,50,,
2025-11-14 00:00:00,18.3,15.0,23.0,2.2,,,21.9,44.5,1012.7,211,,
2025-11-15 00:00:00,19.7,17.0,23.0,2.2,,,17.2,37.0,1015.2,199,,
2025-11-16 00:00:00,19.0,17.0,22.0,25.2,,,14.8,35.2,1015.8,136,,
2025-11-17 00:00:00,17.2,15.0,20.0,34.8,,,12.8,35.2,1016.2,128,,
2025-11-18 00:00:00,15.4,12.0,20.0,1.7,,,7.2,24.1,1015.9,250,,
2025-11-19 00:00:00,13.8,9.0,19.0,0.0,,,2.7,16.7,1015.5,360,,
2025-11-20 00:00:00,13.6,9.0,19.0,0.0,,,3.3,18.5,1017.7,303,,
2025-11-21 00:00:00,13.5,8.0,19.0,0.0,,,5.7,24.1,1021.1,321,,
2025-11-22 00:00:00,12.0,6.0,20.0,0.0,,,4.9,25.9,1023.3,507,,
2025-11-23 00:00:00,11.8,5.0,20.0,0.0,,,3.8,20.4,1023.9,501,,
2025-11-24 00:00:00,12.5,6.0,20.0,0.0,,,3.0,18.5,1022.7,417,,
2025-11-25 00:00:00,14.7,10.0,20.0,0.0,,,5.7,24.1,1020.5,170,,
2025-11-26 00:00:00,13.3,9.3,18.5,0.0,,,6.5,27.8,1020.3,408,,
2025-11-27 00:00:00,11.5,6.5,18.6,0.0,,,5.8,24.1,1018.9,471,,
2025-11-28 00:00:00,11.5,7.0,18.2,0.0,,,3.9,20.4,1019.5,455,,
2025-11-29 00:00:00,12.5,8.6,18.1,0.0,,,4.3,22.2,1020.0,278,,
2025-11-30 00:00:00,13.6,10.8,17.8,0.0,,,6.8,24.1,1020.6,221,,
2025-12-01 00:00:00,13.8,11.0,18.7,0.0,,,5.1,22.2,1020.4,257,,
